job_title,company,location,country,job_category,avg_salary_lpa,min_salary_lpa,max_salary_lpa,avg_experience,min_experience,max_experience,seniority,skill_python,skill_java,skill_javascript,skill_sql,skill_excel,skill_tableau,skill_power_bi,skill_react,skill_angular,skill_aws,skill_azure
Dot Net Developer,Grid Logic Software Private Limited,Hyderabad,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
EMC Legato Admin L2 ~ L3 Schedule Interview on Weekend - 19th March,Ikya Human Capital Solutions Pvt Ltd,Bangalore,India,Other IT Role,,,,6.5,4.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Web Application Developer,Kollasoft India Pvt. Ltd,Hyderabad,India,Other IT Role,,,,7.0,6.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Quality Analysts,Apps Solutions Inc,Chennai,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
DOTNet Developer,Trisan Info Private Limited,Hyderabad,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Web Marketing Manager,GODADDY,Hyderabad,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
SAP ABAP with Workflow,Unitforce technologies Pvt. Ltd.,Hyderabad,India,Other IT Role,,,,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Deputy Manager/senior Financial Analyst-financial Reporting,Unique Occupational Services Private Limited,Hyderabad,India,Other IT Role,,,,7.5,5.0,10.0,Senior,0,0,0,0,0,0,0,0,0,0,0
ANDROID DEVELOPER,Green Gold Animation Pvt Ltd,Mumbai,India,Mobile Developer,,,,2.5,2.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
PGT (XI & XII)- Business Studies,GIIS Hyderabad,Hyderabad,India,Other IT Role,,,,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sr. JAVA Developer,New Era India Consultancy Pvt. Ltd.,Hyderabad,India,Other IT Role,4.0,8.0,0.0,9.5,7.0,12.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"Mobile Technologies, Content Creation",infocim LLC,Hyderabad,India,Mobile Developer,,,,1.5,0.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
IGM Manager R&D IT,Novartis Healthcare Pvt. Ltd.,Hyderabad,India,Other IT Role,,,,11.0,10.0,12.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Assistant Manager,HERITAGE FOODS LIMITED,Hyderabad,India,Other IT Role,,,,2.5,2.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
SOLARIS ADMINISTRATOR,Wissen Infotech Pvt Ltd,Hyderabad,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Informatica Developer with Practice & Casualty Domain for Trianz - HYD,Trianz,Hyderabad,India,Other IT Role,,,,7.0,5.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Hiring for Weblogic Administrator for one of our Client,"MINFY TECHNOLOGIES PRIVATE LIMITED,",Hyderabad,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
A Pharma Company Hiring for Warehouse Department - Hyderabad Location,BVR People Consulting,Hyderabad,India,Other IT Role,,,,4.0,2.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Servicenow Interviews with Aspire Systems,Aspire Systems India (P) Ltd,Gurgaon,India,Other IT Role,,,,3.5,1.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"Senior Manager, Software Development",Oracle India Pvt. Ltd.,Hyderabad,India,Other IT Role,,,,11.0,10.0,12.0,Senior,0,0,0,0,0,0,0,0,0,0,0
HR Tech Support Associate,Amazon India Software Dev Centre Pvt Ltd,Hyderabad,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Trial Manager,Sandoz Pvt. Ltd.,Hyderabad,India,Other IT Role,,,,9.0,8.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Trial Lead,Sandoz Pvt. Ltd.,Hyderabad,India,Other IT Role,,,,11.0,10.0,12.0,Senior,0,0,0,0,0,0,0,0,0,0,0
EMC Clariio Admin L2 ~ L3 Schedule Interview on Weekend 19th March,Ikya Human Capital Solutions Pvt Ltd,Bangalore,India,Other IT Role,,,,6.5,4.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Educational Consultants,Scholastic Inc,Chennai,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Business Analysts,Apps Solutions Inc,Chennai,India,Business Analyst,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Technician,Faithfully Yours Management Consultants,Hyderabad,India,Other IT Role,25.5,1.0,50.0,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
QA - API Openings in Leading Pharma Company in Hyderabad & Vizag.,BVR People Consulting,Hyderabad,India,QA/Test Engineer,,,,9.5,7.0,12.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Medical Coding-ride ON US WITH Confidence-feel THE Thrill-see D Future,Yogam BPO,Bangalore,India,Other IT Role,1.0,2.0,0.0,0.0,0.0,0.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Switch Engineer,Pentagon Global Solutions Limited,Bangalore,India,Other IT Role,,,,6.0,4.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Instrumentation-api/ Sr.executive,BVR People Consulting,Hyderabad,India,Other IT Role,,,,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Associate Professor- Project Structuring,NICMAR,Hyderabad,India,Other IT Role,,,,7.5,6.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Project Trainee,IBM India Pvt. Limited,Hyderabad,India,Other IT Role,,,,0.5,0.0,1.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"Corporate Sales Hyderabad,cochin,bangalore,bhopal",Hyundai Motor India Limited,Bangalore,India,Other IT Role,,,,6.5,5.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Associate Professor- Safety,NICMAR,Hyderabad,India,Other IT Role,,,,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Account Manager/ Sr Account Manager,GENY MEDIUM,Hyderabad,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
QC - Quality Control - Pharma Formulation Industry Opening in India,BVR People Consulting,Hyderabad,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing Head - IT Software & Services Industry at Hyderabad,Techsist Solution Pvt Ltd,Hyderabad,India,Other IT Role,2.5,5.0,0.0,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
PHP Programmers,Tregona IT Consulting Private Limited,Hyderabad,India,Software Engineer,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Hinduja Global Solutions-client Service Executive Call 09001000081,Converse Training and Placements,Bangalore,India,Other IT Role,,,,2.5,0.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Job Openings for Java Nms/ems Development at Hyderabad,Cambio Consulting,Hyderabad,India,Other IT Role,,,,6.0,4.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Associate Professor- Orcale,NICMAR,Hyderabad,India,Other IT Role,,,,7.5,6.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Professor- Project mngmt,NICMAR,Hyderabad,India,Other IT Role,,,,11.5,10.0,13.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Angular JS Lead,Millennium Technosoft Ltd.,Hyderabad,India,Frontend Developer,,,,11.0,10.0,12.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Rooms Division Manager,Hyatt Regency Delhi,Hyderabad,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Opening for Wealth Manager,HEADHUNTERS HR PVT. LTD.,Hyderabad,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Contract to Hire/ Senior Developer - Hyderabad 15 Days Joiners only,SK VedaInfo Universal Technologies Pvt. Ltd.,Hyderabad,India,Other IT Role,2.5,5.0,0.0,9.5,7.0,12.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Center Manager,SatNav Preschools Pvt. Ltd,Hyderabad,India,Other IT Role,,,,3.5,3.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
SOA Admin,Xmplarie IT Consulting Pvt. Ltd.,Bangalore,India,Other IT Role,,,,6.0,4.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
We have spot Offer for Linux Admin,Verinon Technoloy Solutions Pvt Ltd.,Hyderabad,India,Other IT Role,,,,3.0,2.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sales Developement Manager - (Vizag and Vijayawada),Cigna TTK Health Insurance Company Limited,Hyderabad,India,Other IT Role,,,,2.5,2.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Payroll Admin,Sandoz Pvt. Ltd.,Hyderabad,India,Other IT Role,,,,3.0,1.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Human Resource Intern - Only MBA HR Fresher can Apply,BVR People Consulting,Hyderabad,India,Business Analyst,,,,0.5,0.0,1.0,Junior,0,0,0,0,0,0,0,0,0,0,0
Domain SME - Fraud_top IT Company_10+yrs,Emittance Pvt. Ltd.,Bangalore,India,Other IT Role,,,,12.5,10.0,15.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Ui/ux Developer,SK VedaInfo Universal Technologies Pvt. Ltd.,Hyderabad,India,UI/UX Designer,2.0,4.0,0.0,8.0,6.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Excellent Opening- Software Engineerii with Topmost MNC in Hyderabad,Careernet Technologies Pvt Ltd,Hyderabad,India,Software Engineer,4.0,8.0,0.0,6.0,4.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Performance Test Engineer,CipherCloud,Hyderabad,India,QA/Test Engineer,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
THREE D Lighting - Senior Artists & Artists,DQ Entertainment India Pvt Ltd,Hyderabad,India,Other IT Role,,,,8.5,6.0,11.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Basis Consultants,Unitforce technologies Pvt. Ltd.,Bangalore,India,Other IT Role,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Developer,RATEIN INFOTECH (I) PVT. LTD.,Hyderabad,India,Other IT Role,,,,10.5,8.0,13.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
MANAGER - TAXATION,Client of AVTAR,Hyderabad,India,Other IT Role,,,,6.0,5.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Product Manager/ Strategy 4- ProdDev,Oracle India Pvt. Ltd.,Hyderabad,India,Product Manager,,,,8.5,7.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
SAP-FI-Financial Accounting,Client Of TalentRecruit.,Hyderabad,India,Other IT Role,,,,4.5,4.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Global Pharma Company is Looking for Lead PAT at Hyderabad,BVR People Consulting,Hyderabad,India,Other IT Role,,,,3.5,1.0,6.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Immediate Opening for Android Application Developer,eNFLUENCE IT Services Pvt. Ltd.,Hyderabad,India,Mobile Developer,,,,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Trianz_hyd Loc_dot NET Developer,Trianz,Hyderabad,India,Other IT Role,25.0,50.0,0.0,1.5,1.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
ArcGIS Server Resource,Quantum Asia Pvt. Ltd.,Hyderabad,India,Other IT Role,,,,3.5,3.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Urgent Requirment for Java( Ext Js)-hyderabad- MNC,Arise HR Services India Private Limited,Hyderabad,India,Other IT Role,,,,5.0,3.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Accounts Executive,McML Systems Pvt Ltd,Hyderabad,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Database Administrator,rightpath computer technologies pvt ltd,Hyderabad,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Interpreter,RATEIN INFOTECH (I) PVT. LTD.,Gurgaon,India,Other IT Role,,,,5.5,1.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
System Analyst,Synactive Inc,Hyderabad,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
VisionPlus Developer- 2 to 10 years- Hyderabad/ Chennai/ Pune,Capgemini,Pune,India,Other IT Role,,,,11.0,10.0,12.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
iPhone Developers,Kellton Tech Solutions Ltd,Hyderabad,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sr. Executive - Solutions & IT - Retail Division,HERITAGE FOODS LIMITED,Hyderabad,India,Other IT Role,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Walk-ins for Production Department on 12.03.2016,Neuland Laboratories Limited,Hyderabad,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Accountant,Preeminent Technology,Hyderabad,India,Other IT Role,,,,3.0,2.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Oracle DBA L2 ~ L3 Schedule Interview on Weekend / Weekday,Ikya Human Capital Solutions Pvt Ltd,Bangalore,India,Business Analyst,,,,6.5,4.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
AVP - Finance (ifrs/us Gaap),WINFORT SERVICES,Hyderabad,India,Other IT Role,,,,10.0,8.0,12.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior System Analysts,Apps Solutions Inc,Chennai,India,Other IT Role,,,,3.5,2.0,5.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Quality Control - API for A Pharma Company in Hyderabad & Vizag,BVR People Consulting,Bangalore,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Software Developer,WeMakeScholars Edtech Pvt. Ltd,Hyderabad,India,Software Engineer,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Solution Architect and Development Manager,Saince Healthtech (P) Ltd.,Hyderabad,India,Other IT Role,,,,12.5,10.0,15.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Finance Assistant / Finance Executive,Axis Jobs,Bangalore,India,Other IT Role,26.0,2.0,50.0,1.5,0.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
job description,Kirby Building Systems India Ltd.,Hyderabad,India,Other IT Role,,,,6.5,4.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Bluetooth & Firmware Developer @ Hyderabad,Cambio Consulting,Hyderabad,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Android Developers,"PrimeSoft Solutions, Inc",Pune,India,Mobile Developer,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Job Openings for Storage/ File System Development at Hyderabad,Cambio Consulting,Hyderabad,India,Other IT Role,,,,9.5,7.0,12.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Oracle Apps Solution Architects,Apps Solutions Inc,Chennai,India,Other IT Role,,,,10.5,8.0,13.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Key Account Manager- HD/ Automotive Industry/ Hyderabad,Genuine Management Services Pvt. Limited,Hyderabad,India,Other IT Role,4.0,8.0,0.0,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior Engineer Pentaho,Cambridge Technology Enterprises,Hyderabad,India,Other IT Role,,,,7.5,5.0,10.0,Senior,0,0,0,0,0,0,0,0,0,0,0
HR,B12 Consulting ( India ) Private Limited,Hyderabad,India,Other IT Role,,,,1.5,0.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Retail Store Manager,HERITAGE FOODS LIMITED,Hyderabad,India,Other IT Role,,,,2.0,1.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Female Requirement for API Pharma Company- Qa/qc/pr&d/pe,BVR People Consulting,Hyderabad,India,QA/Test Engineer,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Excellent Oppurtunity for Oracle DBA,Careernet Technologies Pvt Ltd,Hyderabad,India,Other IT Role,,,,6.0,4.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Contract Administrator / Analyst CM,2COMS Consulting Pvt. Ltd,Hyderabad,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Call Center Executives,Tregona IT Consulting Private Limited,Hyderabad,India,Other IT Role,,,,3.5,3.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Global Pharma Company is Looking for Head Audit & Compliance API /bulk,BVR People Consulting,Hyderabad,India,Other IT Role,,,,11.5,9.0,14.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
QA Engineer,Cotiviti Corporation,Hyderabad,India,QA/Test Engineer,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Engineer/ Technologist,GE,Bangalore,India,Other IT Role,,,,3.0,2.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Technical Specialist - .Net,Career Trackers and Consulting,Hyderabad,India,Other IT Role,,,,7.5,6.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Verification Engineer,Cambio Consulting,Bangalore,India,Other IT Role,1.5,3.0,0.0,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Project Managers,Envision Enterprise Solutions Pvt Ltd,Hyderabad,India,Other IT Role,,,,9.5,7.0,12.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Assistant Store Manager - Hyderabad ( Entertainment Franchise ),Ideal Placement and Consultants (P) Ltd.,Hyderabad,India,Other IT Role,1.5,3.0,0.0,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
AS400 ADMIN,Target Complete Employment Solutions,Hyderabad,India,Other IT Role,,,,5.0,4.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Walk-in for Asst Manager/ Dept Manager : Corporate Sales,99 Acres.Com (Div. Of IEIL),Hyderabad,India,Other IT Role,26.5,3.0,50.0,2.0,1.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
QA & QC - API for A Leading Pharma Company in Hyderabad & Vizag,BVR People Consulting,Hyderabad,India,QA/Test Engineer,,,,7.5,5.0,10.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Performance Tester,Essence Healthcare,Hyderabad,India,QA/Test Engineer,,,,9.5,7.0,12.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
FTI Business Analyst,Franklin Templeton International,Hyderabad,India,Business Analyst,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Java & EMS / NMS Development Openings at Hyderabad,Cambio Consulting,Hyderabad,India,Other IT Role,2.5,5.0,0.0,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sr. Executive - Solutions & IT ( SAP - ABAP ),HERITAGE FOODS LIMITED,Hyderabad,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior Quality Analysts,Apps Solutions Inc,Chennai,India,Other IT Role,,,,8.5,7.0,10.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Embedded Software Developer,Aceline Tech Solutions Pvt. Ltd.,Hyderabad,India,Software Engineer,,,,5.5,4.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Software Engineer IV,Apps Solutions Inc,Chennai,India,Software Engineer,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Electrician / Technician,HERITAGE FOODS LIMITED,Hyderabad,India,Other IT Role,,,,1.0,0.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Assistant Professor- PPR,NICMAR,Hyderabad,India,Other IT Role,,,,5.5,4.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Business Development Executive,Osmosys Software Solutions Pvt. Ltd.,Hyderabad,India,Other IT Role,,,,1.5,0.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Analytics lead,Gramener,Hyderabad,India,Data Analyst,,,,8.5,6.0,11.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Senior Finance Manager / Senior Budgeting Manager,Axis Jobs,Bangalore,India,Other IT Role,4.0,8.0,0.0,10.0,9.0,11.0,Senior,0,0,0,0,0,0,0,0,0,0,0
ICT Assistant,Pentagon Global Solutions Limited,Bangalore,India,Other IT Role,,,,2.0,0.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"Manager Operations (voice Process Only) - MNC Bpo,hyd",Search Light Consultants,Pune,India,Other IT Role,,,,12.5,10.0,15.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Service Technician,Faithfully Yours Management Consultants,Hyderabad,India,Other IT Role,,,,5.0,3.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Android Developer,iDsign Technologies,Hyderabad,India,Mobile Developer,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sales Professionals for Multiple Locations,Design Tech Systems Ltd,Mumbai,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Production Incharge / Production Manager,Axis Jobs,Bangalore,India,Other IT Role,4.0,8.0,0.0,10.0,9.0,11.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Urgent Requirement for Java Developer with 5-7years exp Contact Saily,Harjai Computers Pvt Ltd,Bangalore,India,Other IT Role,,,,6.5,5.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Officer - Accounts,ivrcl limited,Hyderabad,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
CHARACTER MODELING ARTIST (SENIOR),gameshastra solutions pvt ltd,Hyderabad,India,Other IT Role,,,,3.5,2.0,5.0,Senior,0,0,0,0,0,0,0,0,0,0,0
SAP FICA,Unitforce technologies Pvt. Ltd.,Hyderabad,India,Other IT Role,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sr. Software Analyst,Invesco (Hyderabad) Pvt Ltd,Hyderabad,India,Other IT Role,,,,11.0,10.0,12.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Java Nms/ems Development at Hyderabad,Cambio Consulting,Hyderabad,India,Other IT Role,,,,6.0,4.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
AREA CREDIT MANAGER-LOAN AGAINST PROPERTY (ASST. MANAGER),HERO FINCORP,Hyderabad,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"SiteCore, MS Tech - Associate - Technology",PennyWise Solutions Private Limited,Hyderabad,India,Other IT Role,,,,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
IBM Z 10 System Administrator,Globus IT Inc,Hyderabad,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
WLAN Driver Deveopers at Hyderabad,Cambio Consulting,Hyderabad,India,Other IT Role,1.5,3.0,0.0,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Windows and Citrix Admin 3to 8 Years,Unitforce technologies Pvt. Ltd.,Pune,India,Other IT Role,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Oracle Financials Functional Consultant,enrich IT Services Private Ltd,Bangalore,India,Other IT Role,,,,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Immediate Openings for Domestic IT Recruiter,BARTRONICS GLOBAL SOLUTIONS LIMITED,Hyderabad,India,Other IT Role,25.0,50.0,0.0,1.0,0.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Business Development Manager,Byteridge Software Pvt. Ltd,Hyderabad,India,Other IT Role,,,,6.5,4.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
SAP ISU Testing,Unitforce technologies Pvt. Ltd.,Hyderabad,India,QA/Test Engineer,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Ab Initio Developers 4- 6 Yrs for Hyderabad,Capgemini,Hyderabad,India,Other IT Role,,,,5.0,4.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Vmware Vrealize(mandatory) 3-5 Years Hyderabad,Unitforce technologies Pvt. Ltd.,Hyderabad,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Area Support & Sales Engineer,IDS Technologies India Private Limited,Hyderabad,India,Other IT Role,,,,3.5,3.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Pediatric Gastroenterologist / Hepatologist,Lotus Children?s Hospital,Hyderabad,India,Other IT Role,,,,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Aix/unix Admin,Unitforce technologies Pvt. Ltd.,Hyderabad,India,Other IT Role,,,,6.0,5.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
QA - Injectables for A Leading Pharma Company in Vizag,BVR People Consulting,Bangalore,India,QA/Test Engineer,,,,4.5,2.0,7.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Senior Executive,HERITAGE FOODS LIMITED,Hyderabad,India,Other IT Role,,,,4.0,3.0,5.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Sales Engineer: Printing & Packaging Industry/ Hyderabad,Genuine Management Services Pvt. Limited,Hyderabad,India,Other IT Role,1.5,3.0,0.0,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Travel Sales Consultant,Flight Shop,Bangalore,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Assistant Manager - Marketing,NEW HOPE MEDICAL CENTRE,Hyderabad,India,Other IT Role,,,,1.5,1.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior Software Engineer,Icon Ventures,Hyderabad,India,Software Engineer,,,,5.0,3.0,7.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Specialist/ Lead Engineer,SATYAM VENTURE ENGINEERING SERVICES,Hyderabad,India,Other IT Role,,,,9.0,8.0,10.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Embedded Software Developer with a Leading Product Development MNC.,JNET Technologies,Hyderabad,India,Software Engineer,,,,5.0,4.0,6.0,Senior,0,0,0,0,0,0,0,0,0,0,0
